
1500,500,127,6,6
1494,500,192,6,6
1488,500,865,6,6
1482,500,1014,6,6
1476,500,626,6,6
1470,500,800,6,6
1464,500,731,6,6
1458,500,761,6,6
1452,500,748,6,6
1446,500,765,6,6
1440,500,762,6,6
1434,500,617,6,6
1428,500,754,6,6
1422,500,731,6,6
1416,500,663,6,6
1410,500,585,6,6
1404,500,785,6,6
1398,500,766,6,6
1392,500,769,6,6
1386,500,5,6,6
1380,500,819,6,6
1374,500,1,6,6
1368,500,1,6,6
1362,500,843,6,6
1356,500,1,6,6
1350,500,856,6,6
1344,500,869,6,6
1338,500,1,6,6
1332,500,6484,6,6
1326,500,936,6,6
1320,500,934,6,6
1314,500,1,6,6
1308,500,1,6,6
1302,500,976,6,6
1296,500,1,6,6
1290,500,981,6,6
1284,500,990,6,6
1278,500,995,6,6
1272,500,988,6,6
1266,500,994,6,6
1260,500,1010,6,6
1254,500,1031,6,6
1248,500,1048,6,6
1242,500,1053,6,6
1236,500,1070,6,6
1230,500,1,6,6
1224,500,1,6,6
1218,500,1,6,6
1212,500,1,6,6
1206,500,1,6,6
1200,500,1,6,6
1194,500,1188,6,6
1188,500,1195,6,6
1182,500,1212,6,6
1176,500,1229,6,6
1170,500,1230,6,6
1164,500,1,6,6
1158,500,1,6,6
1152,500,1,6,6
1146,500,1,6,6
1140,500,1,6,6
1134,500,1,6,6
1128,500,1,6,6
1122,500,1,6,6
1116,500,1,6,6
1110,500,1,6,6
1104,500,1,6,6
1098,500,1,6,6
1092,500,1,6,6
1086,500,1,6,6
1080,500,1,6,6
1074,500,1,6,6
1068,500,1,6,6
1062,500,1,6,6
1056,500,1,6,6
1050,500,1,6,6
1044,500,1,6,6
1038,500,1,6,6
1032,500,1,6,6
1026,500,1,6,6
1020,500,1,6,6
1014,500,1,6,6
1008,500,1,6,6
1002,500,1,6,6
1500,506,1,6,6
1494,506,1,6,6
1488,506,1,6,6
1482,506,1190,6,6
1476,506,1015,6,6
1470,506,936,6,6
1464,506,825,6,6
1458,506,581,6,6
1452,506,607,6,6
1446,506,751,6,6
1440,506,6477,6,6
1434,506,757,6,6
1428,506,565,6,6
1422,506,718,6,6
1416,506,6477,6,6
1410,506,595,6,6
1404,506,584,6,6
1398,506,796,6,6
1392,506,1,6,6
1386,506,801,6,6
1380,506,821,6,6
1374,506,805,6,6
1368,506,837,6,6
1362,506,659,6,6
1356,506,1,6,6
1350,506,851,6,6
1344,506,864,6,6
1338,506,1,6,6
1332,506,1,6,6
1326,506,926,6,6
1320,506,947,6,6
1314,506,1,6,6
1308,506,1,6,6
1302,506,1,6,6
1296,506,1,6,6
1290,506,986,6,6
1284,506,996,6,6
1278,506,983,6,6
1272,506,986,6,6
1266,506,994,6,6
1260,506,1014,6,6
1254,506,1020,6,6
1248,506,1037,6,6
1242,506,1051,6,6
1236,506,1067,6,6
1230,506,1,6,6
1224,506,1,6,6
1218,506,1,6,6
1212,506,1,6,6
1206,506,1,6,6
1200,506,1,6,6
1194,506,1190,6,6
1188,506,1190,6,6
1182,506,1216,6,6
1176,506,1228,6,6
1170,506,1250,6,6
1164,506,1,6,6
1158,506,1,6,6
1152,506,1,6,6
1146,506,1,6,6
