
1500,500,441,6,6
1494,500,436,6,6
1488,500,424,6,6
1482,500,425,6,6
1476,500,973,6,6
1470,500,975,6,6
1464,500,341,6,6
1458,500,302,6,6
1452,500,210,6,6
1446,500,178,6,6
1440,500,172,6,6
1434,500,173,6,6
1428,500,175,6,6
1422,500,176,6,6
1416,500,179,6,6
1410,500,184,6,6
1404,500,193,6,6
1398,500,202,6,6
1392,500,211,6,6
1386,500,219,6,6
1380,500,228,6,6
1374,500,235,6,6
1368,500,248,6,6
1362,500,264,6,6
1356,500,295,6,6
1350,500,311,6,6
1344,500,316,6,6
1338,500,329,6,6
1332,500,361,6,6
1326,500,370,6,6
1320,500,328,6,6
1314,500,333,6,6
1308,500,348,6,6
1302,500,370,6,6
1296,500,390,6,6
1290,500,404,6,6
1284,500,833,6,6
1278,500,900,6,6
1272,500,970,6,6
1266,500,968,6,6
1260,500,968,6,6
1254,500,970,6,6
1248,500,969,6,6
1242,500,972,6,6
1236,500,969,6,6
1230,500,970,6,6
1224,500,973,6,6
1218,500,967,6,6
1212,500,974,6,6
1206,500,971,6,6
1200,500,976,6,6
1194,500,973,6,6
1188,500,973,6,6
1182,500,974,6,6
1176,500,981,6,6
1170,500,421,6,6
1164,500,420,6,6
1158,500,426,6,6
1152,500,647,6,6
1146,500,587,6,6
1140,500,558,6,6
1134,500,527,6,6
1128,500,481,6,6
1122,500,448,6,6
1116,500,427,6,6
1110,500,424,6,6
1104,500,424,6,6
1098,500,425,6,6
1092,500,428,6,6
1086,500,430,6,6
1080,500,430,6,6
1074,500,432,6,6
1068,500,434,6,6
1062,500,434,6,6
1056,500,436,6,6
1050,500,437,6,6
1044,500,438,6,6
1038,500,440,6,6
1032,500,439,6,6
1026,500,444,6,6
1020,500,443,6,6
1014,500,447,6,6
1008,500,450,6,6
1002,500,451,6,6
1500,506,453,6,6
1494,506,445,6,6
1488,506,433,6,6
1482,506,451,6,6
1476,506,976,6,6
1470,506,969,6,6
1464,506,833,6,6
1458,506,372,6,6
1452,506,247,6,6
1446,506,199,6,6
1440,506,179,6,6
1434,506,174,6,6
1428,506,176,6,6
1422,506,178,6,6
1416,506,180,6,6
1410,506,183,6,6
1404,506,191,6,6
1398,506,201,6,6
1392,506,210,6,6
1386,506,218,6,6
1380,506,224,6,6
1374,506,233,6,6
1368,506,244,6,6
1362,506,260,6,6
1356,506,292,6,6
1350,506,310,6,6
1344,506,313,6,6
1338,506,326,6,6
1332,506,362,6,6
1326,506,371,6,6
1320,506,326,6,6
1314,506,339,6,6
1308,506,362,6,6
1302,506,381,6,6
1296,506,399,6,6
1290,506,845,6,6
1284,506,834,6,6
1278,506,944,6,6
1272,506,973,6,6
1266,506,971,6,6
1260,506,974,6,6
1254,506,971,6,6
1248,506,969,6,6
1242,506,973,6,6
1236,506,972,6,6
1230,506,970,6,6
1224,506,971,6,6
1218,506,969,6,6
1212,506,973,6,6
1206,506,975,6,6
1200,506,971,6,6
1194,506,973,6,6
1188,506,971,6,6
1182,506,976,6,6
1176,506,982,6,6
1170,506,420,6,6
1164,506,423,6,6
1158,506,647,6,6
1152,506,592,6,6
1146,506,589,6,6
1140,506,560,6,6
1134,506,538,6,6
1128,506,499,6,6
1122,506,445,6,6
1116,506,426,6,6
1110,506,424,6,6
1104,506,426,6,6
1098,506,427,6,6
1092,506,430,6,6
1086,506,428,6,6
1080,506,430,6,6
1074,506,431,6,6
1068,506,431,6,6
1062,506,432,6,6
1056,506,435,6,6
1050,506,436,6,6
1044,506,436,6,6
1038,506,438,6,6
1032,506,440,6,6
1026,506,444,6,6
1020,506,444,6,6
1014,506,447,6,6
1008,506,449,6,6
1002,506,451,6,6
1500,512,453,6,6
1494,512,442,6,6
1488,512,433,6,6
1482,512,5,6,6
1476,512,970,6,6
1470,512,966,6,6
1464,512,382,6,6
1458,512,317,6,6
1452,512,227,6,6
1446,512,181,6,6
1440,512,171,6,6
1434,512,171,6,6
1428,512,172,6,6
1422,512,175,6,6
1416,512,180,6,6
1410,512,184,6,6
1404,512,190,6,6
1398,512,197,6,6
1392,512,207,6,6
1386,512,219,6,6
1380,512,227,6,6
1374,512,235,6,6
1368,512,247,6,6
1362,512,260,6,6
1356,512,280,6,6
1350,512,308,6,6
1344,512,316,6,6
1338,512,328,6,6
1332,512,365,6,6
1326,512,379,6,6
1320,512,332,6,6
1314,512,328,6,6
1308,512,351,6,6
1302,512,372,6,6
1296,512,394,6,6
1290,512,843,6,6
1284,512,834,6,6
1278,512,890,6,6
1272,512,970,6,6
1266,512,974,6,6
1260,512,969,6,6
1254,512,967,6,6
1248,512,970,6,6
1242,512,970,6,6
1236,512,967,6,6
1230,512,973,6,6
1224,512,971,6,6
1218,512,971,6,6
1212,512,971,6,6
1206,512,971,6,6
1200,512,970,6,6
1194,512,976,6,6
1188,512,977,6,6
1182,512,975,6,6
1176,512,974,6,6
1170,512,425,6,6
1164,512,420,6,6
1158,512,445,6,6
1152,512,624,6,6
1146,512,582,6,6
1140,512,571,6,6
1134,512,549,6,6
1128,512,508,6,6
1122,512,446,6,6
1116,512,428,6,6
1110,512,425,6,6
1104,512,424,6,6
1098,512,427,6,6
1092,512,428,6,6
1086,512,430,6,6
1080,512,430,6,6
1074,512,432,6,6
1068,512,433,6,6
1062,512,433,6,6
1056,512,434,6,6
1050,512,436,6,6
1044,512,439,6,6
1038,512,439,6,6
1032,512,439,6,6
1026,512,443,6,6
1020,512,444,6,6
1014,512,445,6,6
1008,512,449,6,6
1002,512,450,6,6
1500,518,454,6,6
1494,518,450,6,6
1488,518,437,6,6
1482,518,427,6,6
1476,518,428,6,6
1470,518,967,6,6
1464,518,968,6,6
1458,518,328,6,6
1452,518,280,6,6
1446,518,209,6,6
1440,518,183,6,6
1434,518,176,6,6
1428,518,176,6,6
1422,518,180,6,6
1416,518,181,6,6
1410,518,184,6,6
1404,518,192,6,6
1398,518,203,6,6
1392,518,208,6,6
1386,518,221,6,6
1380,518,228,6,6
1374,518,233,6,6
1368,518,244,6,6
1362,518,257,6,6
1356,518,289,6,6
1350,518,310,6,6
1344,518,318,6,6
1338,518,326,6,6
1332,518,358,6,6
1326,518,377,6,6
1320,518,326,6,6
1314,518,340,6,6
1308,518,357,6,6
1302,518,381,6,6
1296,518,397,6,6
1290,518,402,6,6
1284,518,833,6,6
1278,518,940,6,6
1272,518,970,6,6
1266,518,970,6,6
1260,518,971,6,6
1254,518,972,6,6
1248,518,972,6,6
1242,518,972,6,6
1236,518,967,6,6
1230,518,969,6,6
1224,518,973,6,6
1218,518,967,6,6
1212,518,967,6,6
1206,518,972,6,6
1200,518,971,6,6
1194,518,973,6,6
1188,518,974,6,6
1182,518,974,6,6
1176,518,978,6,6
1170,518,421,6,6
1164,518,421,6,6
1158,518,625,6,6
1152,518,594,6,6
1146,518,582,6,6
1140,518,548,6,6
1134,518,502,6,6
1128,518,445,6,6
1122,518,427,6,6
1116,518,425,6,6
1110,518,423,6,6
1104,518,425,6,6
1098,518,426,6,6
1092,518,425,6,6
1086,518,430,6,6
1080,518,430,6,6
1074,518,431,6,6
1068,518,432,6,6
1062,518,433,6,6
1056,518,434,6,6
1050,518,437,6,6
1044,518,438,6,6
1038,518,441,6,6
1032,518,441,6,6
1026,518,442,6,6
1020,518,444,6,6
1014,518,444,6,6
1008,518,449,6,6
1002,518,451,6,6
1500,524,453,6,6
1494,524,446,6,6
1488,524,437,6,6
1482,524,424,6,6
1476,524,421,6,6
1470,524,973,6,6
1464,524,969,6,6
1458,524,333,6,6
1452,524,292,6,6
1446,524,211,6,6
1440,524,181,6,6
1434,524,174,6,6
1428,524,177,6,6
1422,524,178,6,6
1416,524,180,6,6
1410,524,185,6,6
1404,524,189,6,6
1398,524,200,6,6
1392,524,207,6,6
1386,524,221,6,6
1380,524,229,6,6
1374,524,240,6,6
1368,524,246,6,6
1362,524,259,6,6
1356,524,290,6,6
1350,524,313,6,6
1344,524,314,6,6
1338,524,327,6,6
1332,524,354,6,6
1326,524,381,6,6
1320,524,331,6,6
1314,524,334,6,6
1308,524,357,6,6
1302,524,382,6,6
1296,524,402,6,6
1290,524,841,6,6
1284,524,835,6,6
1278,524,924,6,6
1272,524,971,6,6
1266,524,968,6,6
1260,524,973,6,6
1254,524,971,6,6
1248,524,972,6,6
1242,524,970,6,6
1236,524,968,6,6
1230,524,971,6,6
1224,524,973,6,6
1218,524,967,6,6
1212,524,970,6,6
1206,524,973,6,6
1200,524,974,6,6
1194,524,975,6,6
1188,524,976,6,6
1182,524,975,6,6
